,name,sector,location,rating,reviews,jobs
1986,Sulzer,Industrial Machinery ,Pune +26 other locations,3.9,546,2
1987,My Home Constructions,Real Estate ,Hyderabad +19 other locations,4.3,546,12
1988,Maini Precision Products,Auto Components ,Bengaluru +11 other locations,3.4,545,16
1989,RAK Ceramics,Building Material ,Mumbai +62 other locations,3.7,545,12
1990,IKF Finance,NBFC ,Hyderabad +131 other locations,3.9,545,6
1991,Utility Powertech,Power ,New Delhi +93 other locations,3.8,544,--
1992,Gayatri Projects,Engineering & Construction ,Hyderabad +71 other locations,3.9,544,11
1993,General Motors,Automobile ,Pune +35 other locations,4.0,544,12
1994,RuralShores,BPO ,Bengaluru +47 other locations,3.6,543,5
1995,Yokohama,Auto Components ,Bahadurgarh +44 other locations,3.6,543,3
1996,Fena,FMCG ,New Delhi +87 other locations,4.0,543,9
1997,Hi Tech Gears,Auto Components ,Bhiwadi +28 other locations,3.9,543,--
1998,Offshore Infrastructures,Engineering & Construction ,Mumbai +52 other locations,4.2,543,--
1999,Roop Polymers,Auto Components ,Gurugram +25 other locations,3.9,542,16
2000,Haldiram Snacks,Food Processing ,Noida +69 other locations,3.9,542,22
2001,Tracxn,Internet ,Bengaluru +10 other locations,2.6,542,71
2002,RadiSys,Telecom ,Bengaluru +11 other locations,3.8,541,--
2003,Kidzee,EdTech ,Kolkata +121 other locations,4.0,541,1
2004,Vimta Labs,Clinical Research ,Hyderabad +30 other locations,3.5,541,12
2005,Zolo,Internet ,Bengaluru +25 other locations,3.4,541,9
2006,Sanmina Sci,Electronics Manufacturing ,Chennai +16 other locations,4.1,541,23
2007,Eicher Motors,Automobile ,Indore +96 other locations,4.0,541,--
2008,Welspun Enterprises,Engineering & Construction ,Mumbai +48 other locations,4.2,540,3
2009,Regalix,Marketing & Advertising ,Hyderabad +7 other locations,2.7,540,53
2010,Allianz Partners,Insurance ,Gurugram +19 other locations,3.7,540,--
2011,Maxgen Technologies,IT Services & Consulting ,Pune +8 other locations,4.5,540,--
2012,Dhani Healthcare,FinTech ,Gurugram +81 other locations,3.4,540,--
2013,Innovatiview India Ltd,Emerging Technologies ,Noida +15 other locations,4.2,540,22
2014,Micron Electricals,Engineering & Construction ,Bengaluru +18 other locations,4.1,539,2
2015,NMDC Limited,Metals & Mining ,Jagdalpur +41 other locations,4.1,539,--
2016,Ralson Tyres Limited,Auto Components ,Ludhiana +54 other locations,3.7,539,8
2017,Dusters Total Solutions Services,Facility Management Services ,Bengaluru +64 other locations,3.9,538,2
2018,Insuremile,Internet ,Bengaluru +16 other locations,4.7,538,1
2019,Zycus Infotech,Software Product ,Mumbai +9 other locations,2.6,538,48
2020,S P Singla Constructions,Engineering & Construction ,Patna +64 other locations,3.5,537,--
2021,GUS Education India,Education & Training ,Hyderabad +8 other locations,3.1,537,15
2022,Sterling,Healthcare ,Mumbai +64 other locations,4.0,536,--
2023,MUTHOOT HOMEFIN (I) LTD.,NBFC ,Mumbai +110 other locations,3.8,536,4
2024,Scaler Academy,EdTech ,Bengaluru +8 other locations,3.5,536,5
2025,Brigade Group,Real Estate ,Bengaluru +11 other locations,4.1,536,37
2026,Adani Cement,Building Material ,Ahmedabad +144 other locations,3.5,536,--
2027,Cpf India,Food Processing ,Bengaluru +59 other locations,4.1,535,1
2028,RMC Readymix,Building Material ,Mumbai +67 other locations,3.6,535,5
2029,Bharti Infratel,Telecom ,Gurugram +68 other locations,4.7,535,--
2030,BOBCARD Ltd.,NBFC ,Mumbai +109 other locations,4.0,535,28
2031,5paisa Capital Ltd.,Financial Services ,Mumbai +9 other locations,4.1,534,5
2032,DFM Foods,FMCG ,New Delhi +80 other locations,4.0,534,19
2033,Mecon,Metals & Mining ,Ranchi +50 other locations,3.9,533,--
2034,Reliance Life Sciences,Clinical Research ,Mumbai +34 other locations,3.6,532,6
2035,Legrand,Electrical Equipment ,Mumbai +58 other locations,3.7,532,--
2036,ExxonMobil,Oil & Gas ,Bengaluru +38 other locations,3.8,532,377
2037,Infiniti Research,Analytics & KPO ,Bengaluru +8 other locations,3.4,532,11
2038,Vidal Health Insurance,Insurance ,Bengaluru +38 other locations,3.7,532,--
2039,Hitachi Systems,IT Services & Consulting ,Mumbai +41 other locations,3.9,532,3
2040,Hitachi Systems,IT Services & Consulting ,Mumbai +41 other locations,3.9,532,3
2041,Bharat Gears,Auto Components ,Faridabad +25 other locations,4.0,531,3
2042,Canon,Consumer Electronics & Appliances ,Gurugram +66 other locations,4.0,530,5
2043,CompuCom,IT Services & Consulting ,Pune +7 other locations,3.8,530,12
2044,Amara Raja Infra,Engineering & Construction ,Hyderabad +52 other locations,4.0,530,--
2045,India Private Driver,Travel & Tourism ,Pune +164 other locations,3.8,529,--
2046,DM Immigration Consultant,Other ,Bengaluru +3 other locations,1.0,529,--
2047,Systra Consulting,Engineering & Construction ,New Delhi +39 other locations,4.0,529,466
2048,Vestige,Fitness & Wellness ,New Delhi +111 other locations,4.3,529,--
2049,Saksoft,IT Services & Consulting ,Bengaluru +18 other locations,3.5,529,9
2050,Emaar India Limited,Real Estate ,Gurugram +18 other locations,3.6,529,4
2051,FMC Corporation,Agro Chemicals ,Bharuch +114 other locations,3.9,529,1
2052,Aptus Value Housing Finance India,NBFC ,Chennai +155 other locations,4.1,529,7
2053,Satyam Auto Components,Auto Components ,Gurugram +28 other locations,3.9,529,3
2054,Uttar Pradesh Power Corporation,Power ,Lucknow +88 other locations,4.0,528,--
2055,N.C.L. Industries,Building Material ,Hyderabad +70 other locations,3.7,528,3
2056,Wellness Forever Medicare,Retail ,Mumbai +41 other locations,3.8,528,2
2057,Chemplast Sanmar,Chemicals ,Salem +20 other locations,3.4,528,9
2058,Consero Global Solutions,Financial Services ,Bengaluru +10 other locations,3.0,527,--
2059,V.S.T Tillers Tractors,Industrial Machinery ,Bengaluru +56 other locations,3.5,527,7
2060,Castrol,Petrochemicals ,Mumbai +122 other locations,4.3,527,82
2061,CDK Global,IT Services & Consulting ,Hyderabad +7 other locations,3.8,526,26
2062,CTS Consulting & Technical Support,Engineering & Construction ,Chennai +31 other locations,3.7,526,--
2063,Capital Business Systems,IT Services & Consulting ,New Delhi +109 other locations,3.6,526,12
2064,House Of Anita Dongre,Fashion & Textile ,Mumbai +48 other locations,4.0,526,4
2065,Stock Holding Corporation of India,Financial Services ,Mumbai +100 other locations,3.5,525,--
2066,Indian Bank,Banking ,Chennai +124 other locations,3.4,525,--
2067,Telenor,Telecom ,Gurugram +114 other locations,4.1,525,--
2068,Tuaman Engineering,Engineering & Construction ,Kolkata +38 other locations,4.3,525,--
2069,Chaayos,Retail ,New Delhi +21 other locations,3.4,524,12
2070,Wockhardt Hospital,Healthcare ,Mumbai +26 other locations,3.9,524,23
2071,Metro Group of Hospitals,Healthcare ,New Delhi +32 other locations,3.8,524,53
2072,Suprajit Engineering,Auto Components ,Bengaluru +39 other locations,3.9,523,12
2073,Hafele,Furniture & Furnishing ,Mumbai +44 other locations,3.9,523,4
2074,Spectrum Talent Management,Recruitment ,Noida +86 other locations,3.5,523,--
2075,JK Tech,IT Services & Consulting ,Bengaluru +20 other locations,3.8,522,4
2076,Metalman Auto,Auto Components ,Chhatrapati Sambhajinagar +24 other locations,3.9,522,27
2077,RSB Transmissions,Auto Components ,Pune +23 other locations,3.9,522,--
2078,EC-Council,EdTech ,Hyderabad +19 other locations,4.1,522,15
2079,Tradeshala,Education & Training ,Bengaluru +8 other locations,4.5,521,--
2080,Williams Lea,BPO ,Chennai +18 other locations,3.6,521,14
2081,Hitech Projects Limited,Engineering & Construction ,Ahmedabad +9 other locations,4.6,521,--
2082,ACTE,Education & Training ,Chennai +10 other locations,4.6,520,--
2083,OutworX,IT Services & Consulting ,Pune +40 other locations,3.5,520,4
2084,Insolutions Global,FinTech ,Mumbai +20 other locations,3.4,520,11
2085,Mobikwik,FinTech ,Gurugram +50 other locations,3.4,520,34
2086,Foray Software,IT Services & Consulting ,Hyderabad +17 other locations,3.5,520,39
2087,Galaxy Surfactants,Chemicals ,Mumbai +25 other locations,3.9,519,7
2088,Morepen Laboratories,Pharma ,New Delhi +47 other locations,3.8,519,38
2089,Ramraj Cotton,Fashion & Textile ,Tiruppur +49 other locations,4.1,519,11
2090,Metriqe Solutions,BPO ,Chennai +5 other locations,3.9,519,3
2091,Coats,Fashion & Textile ,Bengaluru +56 other locations,3.6,520,56
2092,Ge India Industrial,Industrial Machinery ,Pune +23 other locations,4.1,519,--
2093,Pitti Engineering,Industrial Machinery ,Hyderabad +14 other locations,3.8,519,--
2094,African Industries,Iron & Steel ,Lagos +24 other locations,4.0,520,5
2095,SunTec Web Services,BPO ,New Delhi +10 other locations,3.2,518,14
2096,Kokilaben Dhirubhai Ambani Hospital,Healthcare ,Mumbai +20 other locations,3.7,518,45
2097,Dr. Agarwal's Eye Hospital,Healthcare ,Chennai +83 other locations,3.8,518,61
2098,Equifax,Analytics & KPO ,Pune +12 other locations,4.0,517,18
2099,Ziqitza Health Care,Healthcare ,Mumbai +60 other locations,3.9,517,--
2100,DiGibizz,Mumbai +162 other locations,,,--,--
2101,F1 Info Solutions and Services,IT Services & Consulting ,Noida +47 other locations,3.7,516,--
2102,AT&T,Telecom ,Bengaluru +19 other locations,3.7,516,11
2103,CMR Green Technologies,Metals & Mining ,Faridabad +35 other locations,3.4,516,75
2104,Atomberg Technologies,Consumer Electronics & Appliances ,Pune +65 other locations,3.8,516,24
2105,Amar Ujala,Printing & Publishing ,Noida +54 other locations,3.9,515,1
2106,Macquarie Group,Financial Services ,Gurugram +17 other locations,3.1,515,108
2107,Hero Cycles,Automobile ,Ludhiana +49 other locations,3.2,515,9
2108,Stylebaazar,Retail ,Kolkata +96 other locations,4.0,515,13
2109,LearningMate Solutions,EdTech ,Mumbai +12 other locations,2.9,515,42
2110,Lakme,Beauty & Personal Care ,Mumbai +77 other locations,4.2,515,11
2111,ATS Infrastructure,Real Estate ,Noida +12 other locations,4.1,515,1
2112,OMICS International,Printing & Publishing ,Hyderabad +6 other locations,2.5,514,--
2113,Karvy Data Management Services,Analytics & KPO ,Hyderabad +79 other locations,3.8,514,--
2114,Quikr,Internet ,Bengaluru +24 other locations,3.6,514,10
2115,PEGATRON,Electronics Manufacturing ,Chennai +13 other locations,3.9,514,1
2116,Safari Industries India,Retail ,Mumbai +75 other locations,4.0,514,7
2117,Hamdard,FMCG ,New Delhi +75 other locations,4.0,514,3
2118,FinThrive,Analytics & KPO ,Chennai +9 other locations,3.5,513,12
2119,Vivanta by Taj,Hospitality ,New Delhi +48 other locations,4.2,513,--
2120,Micron Technology,Semiconductors ,Hyderabad +16 other locations,3.6,513,24
2121,Webskitters,IT Services & Consulting ,Kolkata +4 other locations,3.8,513,--
2122,Hindusthan National Glass,Packaging ,Bahadurgarh +23 other locations,3.7,513,--
2123,Addverb Technologies,Industrial Automation ,Noida +23 other locations,3.5,513,12
2124,Nivea,Beauty & Personal Care ,Mumbai +67 other locations,4.1,512,12
2125,Innovaccer,Software Product ,Noida +8 other locations,3.3,511,15
2126,BharatPe,FinTech ,Gurugram +83 other locations,3.4,512,4
2127,Adda 247,EdTech ,Gurugram +23 other locations,3.6,511,33
2128,RSM India,Accounting & Auditing ,Mumbai +36 other locations,3.3,511,13
2129,Great Learning,EdTech ,Bengaluru +12 other locations,3.4,510,28
2130,Dalmia Bharat Group,Building Material ,New Delhi +102 other locations,3.9,510,--
2131,Cuemath,EdTech ,Bengaluru +22 other locations,3.4,510,30
2132,Axa XL,Insurance ,Gurugram +6 other locations,3.6,510,66
2133,HSBC Global Banking and Markets,Banking ,Bengaluru +15 other locations,3.9,510,--
2134,National Australia Bank,Banking ,Gurugram +9 other locations,2.9,510,21
2135,Cairn Energy,Oil & Gas ,Barmer +31 other locations,3.6,509,--
2136,Centum Learning,Education & Training ,New Delhi +82 other locations,3.8,509,6
2137,Alight Solutions,IT Services & Consulting ,Gurugram +14 other locations,3.4,509,6
2138,Securitas,Law Enforcement & Security ,Gurugram +44 other locations,3.8,509,7
2139,Voya India,Financial Services ,Bengaluru +13 other locations,3.7,509,6
2140,Mobile Programming,IT Services & Consulting ,Bengaluru +23 other locations,2.9,508,264
2141,RapiPay,FinTech ,Noida +111 other locations,3.6,507,--
2142,Muthoottu Mini Financiers,NBFC ,Bengaluru +101 other locations,3.5,508,11
2143,Ministry of Defence,Government ,New Delhi +75 other locations,4.4,507,--
2144,Walkaroo International,Fashion & Textile ,Coimbatore +54 other locations,3.6,507,100
2145,TÜV Rheinland,"Testing, Inspection and Certification (TIC) ",Bengaluru +68 other locations,4.1,507,4
2146,Poorvika Mobiles,Retail ,Chennai +61 other locations,4.0,507,3
2147,Sheela Foam,Furniture & Furnishing ,Noida +93 other locations,3.9,507,16
2148,Sarovar Hotels & Resorts,Hospitality ,New Delhi +71 other locations,4.1,506,--
2149,QHTalbros,Auto Components ,Gurugram +26 other locations,3.8,506,--
2150,Kandhari Beverages,Beverage ,Jammu +48 other locations,3.8,506,7
2151,Johnson Matthey,Metals & Mining ,Gurugram +23 other locations,3.8,505,9
2152,Voltech,Electrical Equipment ,Chennai +44 other locations,3.5,505,--
2153,Pace Setters Business Solutions,BPO ,Mumbai +24 other locations,3.4,504,2
2154,ServiceNow,Software Product ,Hyderabad +15 other locations,3.9,504,1
2155,Alchemy Techsol India,IT Services & Consulting ,Bengaluru +21 other locations,3.4,504,--
2156,BKT Tyres,Auto Components ,Bhuj +32 other locations,4.2,504,4
2157,BCG,Management Consulting ,Gurugram +8 other locations,3.6,503,20
2158,Nelito System,IT Services & Consulting ,Mumbai +42 other locations,3.2,503,35
2159,Gyan Dairy,Food Processing ,Lucknow +45 other locations,4.0,503,7
2160,ThoughtSol Infotech Limited,IT Services & Consulting ,New Delhi +18 other locations,4.6,502,4
2161,Rakuten,IT Services & Consulting ,Bengaluru +11 other locations,3.5,502,10
2162,CARE,Non-Profit ,Patna +114 other locations,4.3,501,--
2163,Akal Information Systems,Software Product ,New Delhi +53 other locations,4.4,501,17
2164,Jindal Power Limited,Power ,Raigarh +38 other locations,4.3,501,12
2165,Deloitte Digital,IT Services & Consulting ,Bengaluru +27 other locations,3.8,501,--
2166,Kalyani Technoforge,Auto Components ,Pune +18 other locations,3.8,501,8
2167,Lotus Herbals Private Limited,Beauty & Personal Care ,New Delhi +74 other locations,4.1,500,2
2168,BharatMatrimony.com,Internet ,Chennai +30 other locations,3.9,500,--
2169,QBurst Technologies,Software Product ,Kochi +16 other locations,4.2,501,1
2170,Markets and Markets,Analytics & KPO ,Pune +17 other locations,2.7,500,12
2171,MindGate Solutions,IT Services & Consulting ,Mumbai +10 other locations,3.1,500,1
2172,Emerson Electric Co.,Software Product ,Pune +25 other locations,4.0,500,185
2173,Communications Test Design,IT Services & Consulting ,Bengaluru +51 other locations,3.7,499,29
2174,ZEISS India,Industrial Machinery ,Bengaluru +35 other locations,3.6,499,16
2175,TRINAMIX,IT Services & Consulting ,Pune +5 other locations,4.4,499,37
2176,Rusan Pharma,Pharma ,Dehradun +24 other locations,3.5,499,15
2177,LIC Housing Finance,NBFC ,Mumbai +121 other locations,3.9,498,--
2178,Vakrangee,BPO ,Mumbai +89 other locations,3.5,498,--
2179,Yardi Systems,Software Product ,Pune +3 other locations,3.6,498,--
2180,Epiroc,Industrial Machinery ,Bengaluru +28 other locations,4.1,498,52
2181,Mars International India,Food Processing ,Hyderabad +87 other locations,4.1,498,23
2182,Future Lifestyle Fashion,Retail ,Bengaluru +63 other locations,4.2,497,--
2183,Aparna Enterprises,Building Material ,Hyderabad +44 other locations,3.9,497,11
2184,Varuna Integrated Logistics,Logistics ,Gurugram +53 other locations,3.7,497,8
2185,InCred Finance,NBFC ,Mumbai +68 other locations,3.9,497,26
2186,Hinduja Tech,IT Services & Consulting ,Chennai +17 other locations,3.1,497,105
2187,Techwave Consulting,IT Services & Consulting ,Hyderabad +5 other locations,3.7,497,22
2188,Pepperfry,Furniture & Furnishing ,Mumbai +38 other locations,3.1,496,--
2189,2COMS,Recruitment ,Kolkata +50 other locations,3.1,495,377
2190,Value Point Systems,IT Services & Consulting ,Bengaluru +44 other locations,3.5,495,50
2191,Global Autotech,Auto Components ,Greater Noida +16 other locations,4.0,495,2
2192,QUICK HEAL TECHNOLOGIES,Software Product ,Pune +46 other locations,3.6,494,2
2193,Orcapod Consulting Services,IT Services & Consulting ,Hyderabad +22 other locations,3.1,493,6
2194,Romsons Group Of Industries,Medical Equipment ,Agra +58 other locations,3.7,493,15
2195,Kirby Building Systems,Building Material ,Hyderabad +38 other locations,4.0,493,3
2196,Head Field Solutions,Recruitment ,Noida +6 other locations,4.3,493,--
2197,HealthifyMe,Internet ,Bengaluru +18 other locations,2.7,492,11
2198,Tractebel,Engineering & Construction ,Gurugram +89 other locations,4.0,492,11
2199,Par Health,Pharma ,Indore +11 other locations,4.1,492,1
2200,India Post,Government ,Bengaluru +189 other locations,3.7,492,--
2201,Athenahealth Technology,Software Product ,Chennai +10 other locations,4.0,492,113
2202,Medikabazaar,Medical Equipment ,Mumbai +32 other locations,4.2,491,1
2203,Think Gas Ludhiana,Oil & Gas ,Chennai +51 other locations,3.6,491,1
2204,Texmo Industries,Industrial Machinery ,Coimbatore +35 other locations,3.8,491,2
2205,Maersk Line,Logistics ,Pune +27 other locations,4.1,490,--
2206,Sri Krishna Pharmaceuticals,Pharma ,Hyderabad +15 other locations,3.9,490,3
2207,Signature Global,Real Estate ,Gurugram +14 other locations,3.9,490,7
2208,Ascent Business Solutions,Healthcare ,Nagpur +14 other locations,3.3,489,--
2209,NJ India Invest,Financial Services ,Surat +82 other locations,3.7,489,33
2210,GD Goenka Public School,Education & Training ,New Delhi +72 other locations,3.4,489,23
2211,SUEZ Group,Waste Management ,New Delhi +49 other locations,4.1,489,3
2212,Mahanagar Gas,Oil & Gas ,Mumbai +26 other locations,4.2,488,3
2213,Gilbarco Veeder Root,Industrial Machinery ,Mumbai +62 other locations,3.8,488,14
2214,MediBuddy,Healthcare ,Bengaluru +18 other locations,3.3,488,57
2215,CollegeDekho,EdTech ,Gurugram +24 other locations,2.7,488,6
2216,N+A,Financial Services ,Bengaluru +65 other locations,3.9,487,5
2217,India Glycols,Chemicals ,Kashipur +25 other locations,4.0,486,1
2218,MathCo,Analytics & KPO ,Bengaluru +7 other locations,3.0,487,29
2219,LogixHealth,Analytics & KPO ,Bengaluru +10 other locations,3.4,487,16
2220,Bira 91,Beverage ,New Delhi +56 other locations,3.3,487,--
2221,Infotact Solutions,IT Services & Consulting ,Bengaluru +17 other locations,4.4,487,--
2222,Juniper Networks,Hardware & Networking ,Bengaluru +8 other locations,4.2,487,--
2223,Invesco,Financial Services ,Hyderabad +7 other locations,3.7,487,64
2224,PC Solutions,IT Services & Consulting ,New Delhi +17 other locations,4.1,487,22
2225,Otsuka Pharmaceutical India Private Limited,Pharma ,Ahmedabad +40 other locations,4.1,487,33
2226,Protium Finance,NBFC ,Mumbai +78 other locations,3.7,488,6
2227,Ivrcl Infrastructures & Projects,Engineering & Construction ,Hyderabad +55 other locations,4.3,486,3
2228,Vindhya e-Info Media,BPO ,Bengaluru +18 other locations,3.5,486,2
2229,Leighton Contractors,Engineering & Construction ,Mumbai +21 other locations,4.0,486,11
2230,Go First,Aviation ,Mumbai +35 other locations,3.9,486,--
2231,ASM Technologies,Engineering & Construction ,Bengaluru +21 other locations,3.5,486,29
2232,Sterling Holiday Resort,Hospitality ,Chennai +64 other locations,3.8,485,6
